src,dst,edge_type,edge_source
TUR10-0829810,TUR10-1233030,HYPONYM,SR
TUR10-0829810,TUR10-0015510,HYPONYM,SR
TUR10-0829810,TUR10-1232950,HYPONYM,SR
TUR10-0829810,TUR10-1020960,HYPONYM,SR
TUR10-0829810,TUR10-0201040,HYPONYM,SR
TUR10-0829810,TUR10-1253590,HYPONYM,SR
TUR10-0829810,TUR10-0343100,HYPONYM,SR
TUR10-0829810,TUR10-0625850,DERIVATION_RELATED,SR
TUR10-0829810,TUR10-0829820,DERIVATION_RELATED,SR
TUR10-0829810,ENG31-10503475-n,SYNONYM,ILR
TUR10-0829820,TUR10-0367070,DOMAIN_TOPIC,SR
TUR10-0829820,TUR10-0226140,HYPERNYM,SR
TUR10-0829820,TUR10-0829810,DERIVATION_RELATED,SR
TUR10-0829860,TUR10-1221870,HYPERNYM,SR
TUR10-0829860,TUR10-0491520,HYPONYM,SR
TUR10-0829910,TUR10-0032580,HYPERNYM,SR
TUR10-0829910,TUR10-0829940,DERIVATION_RELATED,SR
TUR10-0829910,TUR10-0829950,DERIVATION_RELATED,SR
TUR10-0829910,TUR10-0830060,DERIVATION_RELATED,SR
TUR10-0829910,TUR10-0830100,DERIVATION_RELATED,SR
TUR10-0829910,TUR10-0830130,DERIVATION_RELATED,SR
TUR10-0829910,ENG31-03903640-n,SYNONYM,ILR
TUR10-0829920,TUR10-1214530,HYPERNYM,SR
TUR10-0829920,TUR10-0829940,DERIVATION_RELATED,SR
TUR10-0829920,TUR10-0829950,DERIVATION_RELATED,SR
TUR10-0829920,TUR10-0830060,DERIVATION_RELATED,SR
TUR10-0829920,TUR10-0830100,DERIVATION_RELATED,SR
TUR10-0829920,TUR10-0830130,DERIVATION_RELATED,SR
TUR10-0829920,ENG31-03903640-n,SYNONYM,ILR
TUR10-0829930,TUR10-0509400,HYPERNYM,SR
TUR10-0829930,TUR10-0830110,DERIVATION_RELATED,SR
TUR10-0829940,TUR10-0384570,HYPERNYM,SR
TUR10-0829940,TUR10-0829910,DERIVATION_RELATED,SR
TUR10-0829940,TUR10-0829920,DERIVATION_RELATED,SR
TUR10-0829940,TUR10-0830060,DERIVATION_RELATED,SR
TUR10-0829950,TUR10-0538220,HYPERNYM,SR
TUR10-0829950,TUR10-0829910,DERIVATION_RELATED,SR
TUR10-0829950,TUR10-0829920,DERIVATION_RELATED,SR
TUR10-0829950,TUR10-0830060,DERIVATION_RELATED,SR
TUR10-0829980,TUR10-0708190,DOMAIN_TOPIC,SR
TUR10-0829980,TUR10-0614600,HYPERNYM,SR
TUR10-0829990,TUR10-0708190,DOMAIN_TOPIC,SR
TUR10-0829990,TUR10-0708190,HYPERNYM,SR
TUR10-0830010,TUR10-0747210,DOMAIN_TOPIC,SR
TUR10-0830010,TUR10-0848860,MEMBER_HOLONYM,SR
TUR10-0830010,TUR10-0011560,HYPONYM,SR
TUR10-0830010,TUR10-0570320,HYPERNYM,SR
TUR10-0830020,TUR10-0721010,HYPERNYM,SR
TUR10-0830060,TUR10-0232010,HYPERNYM,SR
TUR10-0830060,TUR10-0829940,DERIVATION_RELATED,SR
TUR10-0830060,TUR10-0829950,DERIVATION_RELATED,SR
TUR10-0830060,TUR10-0829910,DERIVATION_RELATED,SR
TUR10-0830060,TUR10-0829920,DERIVATION_RELATED,SR
TUR10-0830060,TUR10-0830100,DERIVATION_RELATED,SR
TUR10-0830060,TUR10-0830130,DERIVATION_RELATED,SR
TUR10-0830060,ENG31-00263589-v,SYNONYM,ILR
TUR10-0830100,TUR10-0829910,DERIVATION_RELATED,SR
TUR10-0830100,TUR10-0829920,DERIVATION_RELATED,SR
TUR10-0830100,TUR10-0830060,DERIVATION_RELATED,SR
TUR10-0830110,TUR10-0829930,DERIVATION_RELATED,SR
TUR10-0830120,TUR10-0729480,HYPERNYM,SR
TUR10-0830130,TUR10-1214530,HYPERNYM,SR
TUR10-0830130,TUR10-0829910,DERIVATION_RELATED,SR
TUR10-0830130,TUR10-0829920,DERIVATION_RELATED,SR
TUR10-0830130,TUR10-0830060,DERIVATION_RELATED,SR
TUR10-0830180,TUR10-0865350,DERIVATION_RELATED,SR
TUR10-0830200,TUR10-0088410,DERIVATION_RELATED,SR
TUR10-0830200,TUR10-0484990,DERIVATION_RELATED,SR
TUR10-0830200,TUR10-0485000,DERIVATION_RELATED,SR
TUR10-0830200,TUR10-0485020,DERIVATION_RELATED,SR
TUR10-0830200,TUR10-0485040,DERIVATION_RELATED,SR
TUR10-0830200,TUR10-0729020,DERIVATION_RELATED,SR
TUR10-0830200,ENG31-00196975-s,SYNONYM,ILR
TUR10-0830260,TUR10-0825350,HYPERNYM,SR
TUR10-0830260,TUR10-0830270,DERIVATION_RELATED,SR
TUR10-0830260,TUR10-0830280,DERIVATION_RELATED,SR
TUR10-0830270,TUR10-0830280,ANTONYM,SR
TUR10-0830270,TUR10-0830260,DERIVATION_RELATED,SR
TUR10-0830280,TUR10-0830270,ANTONYM,SR
TUR10-0830280,TUR10-0830260,DERIVATION_RELATED,SR
TUR10-0830320,TUR10-0862230,DERIVATION_RELATED,SR
TUR10-0830340,TUR10-0236370,DERIVATION_RELATED,SR
TUR10-0830350,TUR10-0648120,DOMAIN_TOPIC,SR
TUR10-0830350,TUR10-0222490,HYPERNYM,SR
TUR10-0830350,TUR10-0204750,HYPONYM,SR
TUR10-0830350,TUR10-0366100,HYPONYM,SR
TUR10-0830350,ENG31-13904169-n,SYNONYM,ILR
TUR10-0830360,TUR10-0185060,HYPERNYM,SR
TUR10-0830360,TUR10-0830380,DERIVATION_RELATED,SR
TUR10-0830380,TUR10-0185060,HYPERNYM,SR
TUR10-0830380,TUR10-0830360,DERIVATION_RELATED,SR
TUR10-0830420,TUR10-0830440,DERIVATION_RELATED,SR
TUR10-0830420,TUR10-0830450,DERIVATION_RELATED,SR
TUR10-0830440,TUR10-0185060,HYPERNYM,SR
TUR10-0830440,TUR10-0830420,DERIVATION_RELATED,SR
TUR10-0830450,TUR10-0781840,DOMAIN_TOPIC,SR
TUR10-0830450,TUR10-0028090,HYPERNYM,SR
TUR10-0830450,TUR10-0830420,DERIVATION_RELATED,SR
TUR10-0830450,ENG31-00413852-n,SYNONYM,ILR
TUR10-0830500,TUR10-0582230,HYPONYM,SR
TUR10-0830500,TUR10-0582380,HYPONYM,SR
TUR10-0830500,TUR10-0591390,HYPONYM,SR
TUR10-0830500,TUR10-1238990,HYPONYM,SR
TUR10-0830500,TUR10-1246770,HYPONYM,SR
TUR10-0830500,TUR10-1246440,HYPONYM,SR
TUR10-0830500,TUR10-0090350,HYPERNYM,SR
TUR10-0830500,TUR10-0300800,HYPONYM,SR
TUR10-0830500,TUR10-0084040,HYPONYM,SR
TUR10-0830500,TUR10-0049270,HYPONYM,SR
TUR10-0830500,TUR10-0540820,HYPONYM,SR
TUR10-0830500,TUR10-1226040,HYPONYM,SR
TUR10-0830500,TUR10-0484140,HYPONYM,SR
TUR10-0830500,TUR10-0059880,HYPONYM,SR
TUR10-0830500,TUR10-0654930,HYPONYM,SR
TUR10-0830500,TUR10-0700640,HYPONYM,SR
TUR10-0830500,TUR10-0084070,HYPONYM,SR
TUR10-0830500,TUR10-0881500,HYPONYM,SR
TUR10-0830500,TUR10-0248260,HYPONYM,SR
TUR10-0830500,TUR10-0442960,HYPONYM,SR
TUR10-0830500,TUR10-0460730,HYPONYM,SR
TUR10-0830500,TUR10-0483160,HYPONYM,SR
TUR10-0830500,TUR10-0765270,HYPONYM,SR
TUR10-0830500,TUR10-0765280,HYPONYM,SR
TUR10-0830500,TUR10-0765780,HYPONYM,SR
TUR10-0830500,TUR10-0013000,HYPONYM,SR
TUR10-0830500,TUR10-0663970,HYPONYM,SR
TUR10-0830500,TUR10-0059170,HYPONYM,SR
TUR10-0830500,TUR10-0082850,HYPONYM,SR
TUR10-0830500,TUR10-0083450,HYPONYM,SR
TUR10-0830500,TUR10-0963620,HYPONYM,SR
TUR10-0830500,TUR10-0607850,HYPONYM,SR
TUR10-0830500,TUR10-0111920,HYPONYM,SR
TUR10-0830500,TUR10-0132710,HYPONYM,SR
TUR10-0830500,TUR10-0990130,HYPONYM,SR
TUR10-0830500,TUR10-0990140,HYPONYM,SR
TUR10-0830500,TUR10-0238170,HYPONYM,SR
TUR10-0830500,TUR10-0277360,HYPONYM,SR
TUR10-0830500,TUR10-0306280,HYPONYM,SR
TUR10-0830500,TUR10-0634630,HYPONYM,SR
TUR10-0830500,TUR10-0328360,HYPONYM,SR
TUR10-0830500,TUR10-1056620,HYPONYM,SR
TUR10-0830500,TUR10-0083450,DERIVATION_RELATED,SR
TUR10-0830500,TUR10-0499160,HYPONYM,SR
TUR10-0830500,ENG31-08637636-n,SYNONYM,ILR
TUR10-0830520,TUR10-0831420,HYPONYM,SR
TUR10-0830520,TUR10-0032580,HYPERNYM,SR
TUR10-0830520,ENG31-05861538-n,SYNONYM,ILR
TUR10-0830530,TUR10-1217390,HYPERNYM,SR
TUR10-0830600,TUR10-0648120,DOMAIN_TOPIC,SR
TUR10-0830600,TUR10-1221370,HYPERNYM,SR
TUR10-0830610,TUR10-0708190,DOMAIN_TOPIC,SR
TUR10-0830610,TUR10-0163760,HYPERNYM,SR
TUR10-0830620,TUR10-0770650,DOMAIN_TOPIC,SR
TUR10-0830620,TUR10-0684430,PART_HOLONYM,SR
TUR10-0830620,TUR10-0713190,PART_HOLONYM,SR
TUR10-0830620,TUR10-0830640,DERIVATION_RELATED,SR
TUR10-0830620,TUR10-0805830,HYPERNYM,SR
TUR10-0830620,ENG31-05610590-n,SYNONYM,ILR
TUR10-0830630,TUR10-0867710,HYPERNYM,SR
TUR10-0830640,TUR10-0830620,DERIVATION_RELATED,SR
TUR10-0830660,ENG31-02450673-s,SYNONYM,ILR
TUR10-0830680,TUR10-0648120,DOMAIN_TOPIC,SR
TUR10-0830680,TUR10-0867710,HYPERNYM,SR
TUR10-0830690,TUR10-0241770,HYPERNYM,SR
TUR10-0830690,TUR10-0538680,DERIVATION_RELATED,SR
TUR10-0830690,TUR10-1098390,DERIVATION_RELATED,SR
TUR10-0830690,ENG31-03361292-n,SYNONYM,ILR
TUR10-0830690,ENG31-04463386-n,SYNONYM,ILR
TUR10-0830700,TUR10-0850030,DOMAIN_TOPIC,SR
TUR10-0830700,TUR10-0177470,HYPERNYM,SR
TUR10-0830700,TUR10-1096970,HYPONYM,SR
TUR10-0830700,TUR10-0177470,DERIVATION_RELATED,SR
TUR10-0830700,ENG31-09495727-n,SYNONYM,ILR
TUR10-0830710,TUR10-0850030,DOMAIN_TOPIC,SR
TUR10-0830710,TUR10-0174400,HYPERNYM,SR
TUR10-0830710,TUR10-0596920,HYPERNYM,SR
TUR10-0830710,ENG31-09495543-n,SYNONYM,ILR
TUR10-0830710,ENG31-09282125-n,SYNONYM,ILR
TUR10-0830720,TUR10-0103490,HYPERNYM,SR
TUR10-0830730,TUR10-0103020,HYPERNYM,SR
TUR10-0830740,TUR10-0444290,HYPERNYM,SR
TUR10-0830750,TUR10-0373880,HYPERNYM,SR
TUR10-0830760,TUR10-0373880,HYPERNYM,SR
TUR10-0830830,TUR10-0768670,HYPERNYM,SR
TUR10-0830860,TUR10-0379980,HYPERNYM,SR
TUR10-0830870,TUR10-0349750,HYPERNYM,SR
TUR10-0830870,TUR10-0642280,HYPONYM,SR
TUR10-0830870,TUR10-0830890,DERIVATION_RELATED,SR
TUR10-0830890,TUR10-0830870,DERIVATION_RELATED,SR
TUR10-0830950,TUR10-0708190,DOMAIN_TOPIC,SR
TUR10-0830950,TUR10-0055790,HYPERNYM,SR
TUR10-0831000,TUR10-0648120,DOMAIN_TOPIC,SR
TUR10-0831000,TUR10-0213600,HYPERNYM,SR
TUR10-0831010,TUR10-0565110,HYPERNYM,SR
TUR10-0831030,TUR10-0072340,HYPERNYM,SR
TUR10-0831040,TUR10-0815600,DOMAIN_TOPIC,SR
TUR10-0831040,TUR10-1224850,HYPERNYM,SR
TUR10-0831060,TUR10-1220160,DOMAIN_TOPIC,SR
TUR10-0831060,TUR10-0792690,HYPERNYM,SR
TUR10-0831060,TUR10-0792690,DERIVATION_RELATED,SR
TUR10-0831070,TUR10-0170870,HYPERNYM,SR
TUR10-0831080,TUR10-0119420,HYPERNYM,SR
TUR10-0831080,TUR10-0236640,DOMAIN_TOPIC,SR
TUR10-0831090,TUR10-0121970,HYPERNYM,SR
TUR10-0831090,ENG31-04222867-n,SYNONYM,ILR
TUR10-0831100,TUR10-0539090,HYPERNYM,SR
TUR10-0831130,TUR10-0072730,HYPERNYM,SR
TUR10-0831130,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0831220,TUR10-0570670,ALSO_SEE,SR
TUR10-0831220,TUR10-0821430,HYPERNYM,SR
TUR10-0831220,ENG31-07317454-n,SYNONYM,ILR
TUR10-0831230,TUR10-0822380,HYPERNYM,SR
TUR10-0831260,TUR10-0112910,HYPERNYM,SR
TUR10-0831270,TUR10-0815600,DOMAIN_TOPIC,SR
TUR10-0831270,TUR10-0112910,HYPERNYM,SR
TUR10-0831280,TUR10-0404370,HYPERNYM,SR
TUR10-0831280,TUR10-0387330,MEMBER_HOLONYM,SR
TUR10-0831280,TUR10-0387330,DERIVATION_RELATED,SR
TUR10-0831280,ENG31-10111420-n,SYNONYM,ILR
TUR10-0831290,TUR10-0163480,HYPERNYM,SR
TUR10-0831300,TUR10-0348280,HYPERNYM,SR
TUR10-0831310,TUR10-0489020,HYPERNYM,SR
TUR10-0831320,TUR10-0951300,HYPERNYM,SR
TUR10-0831330,TUR10-0951300,HYPERNYM,SR
TUR10-0831340,TUR10-0556850,HYPERNYM,SR
TUR10-0831350,TUR10-0114370,HYPERNYM,SR
TUR10-0831350,ENG31-03351744-n,SYNONYM,ILR
TUR10-0831360,TUR10-0554950,HYPERNYM,SR
TUR10-0831360,ENG31-13367352-n,SYNONYM,ILR
TUR10-0831380,TUR10-0787730,HYPERNYM,SR
TUR10-0831410,TUR10-0708190,DOMAIN_TOPIC,SR
TUR10-0831410,TUR10-0321490,HYPERNYM,SR
TUR10-0831420,TUR10-0830520,HYPERNYM,SR
TUR10-0831470,TUR10-0786330,HYPERNYM,SR
TUR10-0831470,TUR10-0177490,HYPONYM,SR
TUR10-0831470,ENG31-04701438-n,SYNONYM,ILR
TUR10-0831470,ENG31-14313092-n,SYNONYM,ILR
TUR10-0831500,TUR10-0214880,DOMAIN_TOPIC,SR
TUR10-0831500,TUR10-0336150,DOMAIN_TOPIC,SR
TUR10-0831500,TUR10-0173420,HYPERNYM,SR
TUR10-0831500,ENG31-14283684-n,SYNONYM,ILR
TUR10-0831500,ENG31-14095905-n,SYNONYM,ILR
TUR10-0831520,TUR10-0226140,HYPERNYM,SR
TUR10-0831530,TUR10-0651300,HYPERNYM,SR
TUR10-0831540,TUR10-0680750,HYPERNYM,SR
TUR10-0831570,TUR10-0831650,HYPONYM,SR
TUR10-0831570,TUR10-0331610,HYPERNYM,SR
TUR10-0831590,TUR10-0282060,HYPERNYM,SR
TUR10-0831600,TUR10-0267320,DOMAIN_TOPIC,SR
TUR10-0831600,TUR10-0614280,HYPONYM,SR
TUR10-0831600,TUR10-0282060,HYPERNYM,SR
TUR10-0831630,TUR10-0025760,DERIVATION_RELATED,SR
TUR10-0831630,TUR10-0282060,DERIVATION_RELATED,SR
TUR10-0831630,TUR10-0673750,DERIVATION_RELATED,SR
TUR10-0831630,TUR10-0831700,DERIVATION_RELATED,SR
TUR10-0831630,TUR10-0831750,DERIVATION_RELATED,SR
TUR10-0831630,TUR10-0831760,DERIVATION_RELATED,SR
TUR10-0831630,TUR10-1199430,DERIVATION_RELATED,SR
TUR10-0831630,TUR10-1256320,DERIVATION_RELATED,SR
TUR10-0831630,TUR10-0025670,DERIVATION_RELATED,SR
TUR10-0831630,TUR10-0025690,DERIVATION_RELATED,SR
TUR10-0831630,TUR10-0831730,DERIVATION_RELATED,SR
TUR10-0831630,TUR10-0930360,DERIVATION_RELATED,SR
TUR10-0831630,TUR10-1177230,DERIVATION_RELATED,SR
TUR10-0831630,ENG31-02132318-v,SYNONYM,ILR
TUR10-0831630,ENG31-00616690-v,SYNONYM,ILR
TUR10-0831630,ENG31-00856102-v,SYNONYM,ILR
TUR10-0831630,ENG31-01085330-v,SYNONYM,ILR
TUR10-0831650,TUR10-0831570,HYPERNYM,SR
TUR10-0831700,TUR10-0523650,HYPERNYM,SR
TUR10-0831700,TUR10-0716570,DERIVATION_RELATED,SR
TUR10-0831700,TUR10-0831630,DERIVATION_RELATED,SR
TUR10-0831700,TUR10-0103060,HYPONYM,SR
TUR10-0831700,ENG31-00172894-n,SYNONYM,ILR
TUR10-0831720,TUR10-0032580,HYPERNYM,SR
TUR10-0831720,TUR10-0716570,DERIVATION_RELATED,SR
TUR10-0831730,TUR10-0844780,DOMAIN_TOPIC,SR
TUR10-0831730,TUR10-0505340,HYPERNYM,SR
TUR10-0831730,TUR10-0831630,DERIVATION_RELATED,SR
TUR10-0831750,TUR10-1246780,HYPERNYM,SR
TUR10-0831750,TUR10-0716570,DERIVATION_RELATED,SR
TUR10-0831750,TUR10-0831630,DERIVATION_RELATED,SR
TUR10-0831760,TUR10-0505340,HYPERNYM,SR
TUR10-0831760,TUR10-0716570,DERIVATION_RELATED,SR
TUR10-0831760,TUR10-0831630,DERIVATION_RELATED,SR
TUR10-0831800,TUR10-0969780,DERIVATION_RELATED,SR
TUR10-0831820,TUR10-0461390,DOMAIN_TOPIC,SR
TUR10-0831820,TUR10-1213780,HYPERNYM,SR
TUR10-0831820,TUR10-0600730,DERIVATION_RELATED,SR
TUR10-0831830,TUR10-0222170,HYPONYM,SR
TUR10-0831830,TUR10-0102050,HYPERNYM,SR
TUR10-0831830,TUR10-0175660,HYPONYM,SR
TUR10-0831830,TUR10-0175670,HYPONYM,SR
TUR10-0831830,TUR10-0175650,HYPONYM,SR
TUR10-0831830,TUR10-1142270,HYPONYM,SR
TUR10-0831830,TUR10-0646660,HYPONYM,SR
TUR10-0831830,TUR10-0137270,DERIVATION_RELATED,SR
TUR10-0831830,TUR10-0137280,DERIVATION_RELATED,SR
TUR10-0831830,TUR10-0137460,DERIVATION_RELATED,SR
TUR10-0831830,TUR10-0336770,DERIVATION_RELATED,SR
TUR10-0831830,TUR10-0831920,DERIVATION_RELATED,SR
TUR10-0831830,TUR10-0831930,DERIVATION_RELATED,SR
TUR10-0831830,TUR10-1177470,DERIVATION_RELATED,SR
TUR10-0831830,TUR10-0572270,HYPONYM,SR
TUR10-0831830,ENG31-06758700-n,SYNONYM,ILR
TUR10-0831830,ENG31-07214225-n,SYNONYM,ILR
TUR10-0831830,ENG31-07215187-n,SYNONYM,ILR
TUR10-0831920,TUR10-0831830,DERIVATION_RELATED,SR
TUR10-0831930,TUR10-0831830,DERIVATION_RELATED,SR
TUR10-0831970,TUR10-0226140,HYPERNYM,SR
TUR10-0831980,TUR10-0398500,HYPERNYM,SR
TUR10-0832020,TUR10-0257940,HYPERNYM,SR
TUR10-0832020,TUR10-0832100,DERIVATION_RELATED,SR
TUR10-0832020,TUR10-0832110,DERIVATION_RELATED,SR
TUR10-0832020,ENG31-11436836-n,SYNONYM,ILR
TUR10-0832060,TUR10-1206250,HYPERNYM,SR
TUR10-0832060,TUR10-0021280,DERIVATION_RELATED,SR
TUR10-0832060,ENG31-02188233-v,SYNONYM,ILR
TUR10-0832070,TUR10-0276280,DOMAIN_TOPIC,SR
TUR10-0832070,TUR10-0117630,HYPERNYM,SR
TUR10-0832070,TUR10-0532900,HYPONYM,SR
TUR10-0832080,TUR10-0180140,HYPERNYM,SR
TUR10-0832080,TUR10-0021280,DERIVATION_RELATED,SR
TUR10-0832080,ENG31-11498321-n,SYNONYM,ILR
TUR10-0832100,TUR10-0832110,ANTONYM,SR
TUR10-0832100,TUR10-0021280,DERIVATION_RELATED,SR
TUR10-0832100,TUR10-0832020,DERIVATION_RELATED,SR
TUR10-0832110,TUR10-0832100,ANTONYM,SR
TUR10-0832110,TUR10-0021280,DERIVATION_RELATED,SR
TUR10-0832110,TUR10-0832020,DERIVATION_RELATED,SR
TUR10-0832170,TUR10-0745940,DERIVATION_RELATED,SR
TUR10-0832170,ENG31-01727182-a,SYNONYM,ILR
TUR10-0832180,TUR10-0513570,HYPERNYM,SR
TUR10-0832220,TUR10-0282060,DERIVATION_RELATED,SR
TUR10-0832230,TUR10-0267320,DOMAIN_TOPIC,SR
TUR10-0832230,ENG31-00635278-a,SYNONYM,ILR
TUR10-0832280,TUR10-0461390,DOMAIN_TOPIC,SR
TUR10-0832280,TUR10-0884000,HYPONYM,SR
TUR10-0832280,TUR10-0865830,HYPERNYM,SR
TUR10-0832280,TUR10-0055000,HYPONYM,SR
TUR10-0832280,TUR10-0266310,HYPONYM,SR
TUR10-0832280,TUR10-0026820,HYPONYM,SR
TUR10-0832280,ENG31-13471379-n,SYNONYM,ILR
TUR10-0832290,TUR10-0585930,HYPERNYM,SR
TUR10-0832290,TUR10-0615810,HYPONYM,SR
TUR10-0832290,TUR10-1197500,HYPONYM,SR
TUR10-0832290,ENG31-00377673-v,SYNONYM,ILR
TUR10-0832320,TUR10-0709600,HYPERNYM,SR
TUR10-0832320,ENG31-00436247-v,SYNONYM,ILR
TUR10-0832360,TUR10-0709600,HYPERNYM,SR
TUR10-0832360,ENG31-00436247-v,SYNONYM,ILR
TUR10-0832380,TUR10-1039850,HYPERNYM,SR
TUR10-0832380,TUR10-0498190,DERIVATION_RELATED,SR
TUR10-0832380,TUR10-1098420,DERIVATION_RELATED,SR
TUR10-0832380,ENG31-02412046-v,SYNONYM,ILR
TUR10-0832380,ENG31-02424873-v,SYNONYM,ILR
TUR10-0832390,TUR10-0528990,DERIVATION_RELATED,SR
TUR10-0832450,TUR10-0071390,HYPONYM,SR
TUR10-0832450,TUR10-1245930,HYPERNYM,SR
TUR10-0832450,TUR10-0130550,HYPONYM,SR
TUR10-0832450,TUR10-0598210,DERIVATION_RELATED,SR
TUR10-0832450,ENG31-13319034-n,SYNONYM,ILR
TUR10-0832460,TUR10-0386220,HYPERNYM,SR
TUR10-0832490,TUR10-0637340,DOMAIN_TOPIC,SR
TUR10-0832490,TUR10-0759530,HYPERNYM,SR
TUR10-0832520,TUR10-0637340,DOMAIN_TOPIC,SR
TUR10-0832600,TUR10-0615310,HYPONYM,SR
TUR10-0832600,TUR10-0644380,DERIVATION_RELATED,SR
TUR10-0832600,TUR10-0832660,DERIVATION_RELATED,SR
TUR10-0832600,TUR10-1256330,DERIVATION_RELATED,SR
TUR10-0832600,ENG31-02771882-v,SYNONYM,ILR
TUR10-0832660,TUR10-0375050,DERIVATION_RELATED,SR
TUR10-0832660,TUR10-0832600,DERIVATION_RELATED,SR
TUR10-0832660,TUR10-1242770,DERIVATION_RELATED,SR
TUR10-0832730,TUR10-1195860,HYPERNYM,SR
TUR10-0832730,TUR10-0367850,HYPONYM,SR
TUR10-0832730,TUR10-0368030,DERIVATION_RELATED,SR
TUR10-0832730,TUR10-0021020,DERIVATION_RELATED,SR
TUR10-0832730,TUR10-0227360,DERIVATION_RELATED,SR
TUR10-0832730,TUR10-1242770,DERIVATION_RELATED,SR
TUR10-0832730,ENG31-00122186-n,SYNONYM,ILR
TUR10-0832750,TUR10-0021020,DERIVATION_RELATED,SR
TUR10-0832750,TUR10-1242770,DERIVATION_RELATED,SR
TUR10-0832770,TUR10-0276280,DOMAIN_TOPIC,SR
TUR10-0832770,TUR10-0580220,DERIVATION_RELATED,SR
TUR10-0832770,TUR10-0580250,DERIVATION_RELATED,SR
TUR10-0832770,ENG31-00360240-s,SYNONYM,ILR
TUR10-0832780,TUR10-0461390,DOMAIN_TOPIC,SR
TUR10-0832790,TUR10-0032580,HYPERNYM,SR
TUR10-0832810,TUR10-0271400,ANTONYM,SR
TUR10-0832810,TUR10-0007140,HYPONYM,SR
TUR10-0832810,TUR10-0236240,HYPERNYM,SR
TUR10-0832810,TUR10-0108890,DERIVATION_RELATED,SR
TUR10-0832810,TUR10-0745940,DERIVATION_RELATED,SR
TUR10-0832810,ENG31-06212421-n,SYNONYM,ILR
TUR10-0832820,TUR10-0832830,DERIVATION_RELATED,SR
TUR10-0832830,TUR10-0226140,HYPERNYM,SR
TUR10-0832830,TUR10-0832820,DERIVATION_RELATED,SR
TUR10-0832860,TUR10-0091710,HYPERNYM,SR
TUR10-0832860,ENG31-14335404-n,SYNONYM,ILR
TUR10-0832880,TUR10-0226140,HYPERNYM,SR
TUR10-0832900,TUR10-0809310,HYPERNYM,SR
TUR10-0832900,ENG31-02933876-n,SYNONYM,ILR
TUR10-0832910,ENG31-00456164-r,SYNONYM,ILR
TUR10-0832950,TUR10-0336150,DOMAIN_TOPIC,SR
TUR10-0832950,TUR10-0404390,HYPONYM,SR
TUR10-0832950,TUR10-1208930,HYPERNYM,SR
TUR10-0832980,TUR10-0794760,HYPERNYM,SR
TUR10-0832980,TUR10-0832990,DERIVATION_RELATED,SR
TUR10-0832980,TUR10-1177720,DERIVATION_RELATED,SR
TUR10-0832990,TUR10-1172540,HYPERNYM,SR
TUR10-0832990,TUR10-0832980,DERIVATION_RELATED,SR
TUR10-0833010,TUR10-0823980,HYPERNYM,SR
TUR10-0833020,TUR10-0086660,HYPERNYM,SR
TUR10-0833030,TUR10-0747210,DOMAIN_TOPIC,SR
TUR10-0833030,TUR10-0464470,HYPERNYM,SR
TUR10-0833040,TUR10-0212960,ANTONYM,SR
TUR10-0833040,TUR10-0213000,ANTONYM,SR
TUR10-0833040,TUR10-0736150,ANTONYM,SR
TUR10-0833040,TUR10-0833150,DERIVATION_RELATED,SR
TUR10-0833040,TUR10-0833180,DERIVATION_RELATED,SR
TUR10-0833040,ENG31-01575756-a,SYNONYM,ILR
TUR10-0833050,TUR10-0833150,DERIVATION_RELATED,SR
TUR10-0833050,ENG31-01121219-s,SYNONYM,ILR
TUR10-0833070,TUR10-0355170,DERIVATION_RELATED,SR
TUR10-0833070,TUR10-0829390,DERIVATION_RELATED,SR
TUR10-0833070,TUR10-0829420,DERIVATION_RELATED,SR
TUR10-0833090,TUR10-0512360,HYPERNYM,SR
TUR10-0833090,TUR10-1221570,ANTONYM,SR
TUR10-0833090,TUR10-0204830,HYPERNYM,SR
TUR10-0833090,TUR10-1221530,HYPONYM,SR
TUR10-0833090,TUR10-0834410,HYPONYM,SR
TUR10-0833090,TUR10-0254360,HYPONYM,SR
TUR10-0833090,ENG31-06907583-n,SYNONYM,ILR
TUR10-0833110,TUR10-0053060,HYPERNYM,SR
TUR10-0833110,ENG31-00847013-n,SYNONYM,ILR
TUR10-0833150,TUR10-0833040,DERIVATION_RELATED,SR
TUR10-0833150,TUR10-0833050,DERIVATION_RELATED,SR
TUR10-0833180,TUR10-0226140,HYPERNYM,SR
TUR10-0833180,TUR10-0833040,DERIVATION_RELATED,SR
TUR10-0833210,TUR10-0004530,HYPONYM,SR
TUR10-0833210,TUR10-0286390,HYPONYM,SR
TUR10-0833210,TUR10-0341470,HYPONYM,SR
TUR10-0833210,TUR10-0302630,HYPONYM,SR
TUR10-0833210,TUR10-0853820,HYPONYM,SR
TUR10-0833210,TUR10-0820170,HYPONYM,SR
TUR10-0833210,TUR10-0259060,HYPONYM,SR
TUR10-0833210,TUR10-0444380,HYPONYM,SR
TUR10-0833210,TUR10-0469560,HYPONYM,SR
TUR10-0833210,TUR10-0496920,HYPONYM,SR
TUR10-0833210,TUR10-0599310,HYPONYM,SR
TUR10-0833210,TUR10-0677780,HYPONYM,SR
TUR10-0833210,TUR10-0048780,PART_MERONYM,SR
TUR10-0833210,TUR10-0153240,PART_MERONYM,SR
TUR10-0833210,TUR10-0153620,PART_MERONYM,SR
TUR10-0833210,TUR10-0039880,PART_MERONYM,SR
